74,LSD Cafe,No,No,2.9,84,Banashankari,Delivery,NA,"Chinese, Continental, Italian, North Indian",700,NA
75,Rolls On Wheels,No,No,3.6,299,Banashankari,Quick Bites,"Rolls, Momos, Fries, Veggie Roll, Chicken Kebab Roll, Paneer Roll, Cheese Roll","Fast Food, Rolls, Momos",300,Delivery
76,Om Sri Vinayaka Chats,No,No,0,0,Banashankari,"Takeaway, Delivery",NA,"Street Food, Fast Food",500,Delivery
77,Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1,558,Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,150,Delivery
78,Devanna Dum Biriyani Centre,Yes,No,3.6,28,Banashankari,Quick Bites,NA,"Biryani, South Indian",300,Delivery
79,Kolbeh,No,No,3.7,22,Banashankari,Quick Bites,NA,Fast Food,500,Delivery
80,Upahar Sagar,No,No,3.8,39,Banashankari,Quick Bites,Masala Dosa,"South Indian, Chinese, North Indian",350,Delivery
81,Kadalu Sea Food Restaurant,Yes,No,3.8,153,Vijay Nagar,Fine Dining,NA,"Seafood, North Indian, Chinese, Andhra, Biryani, Kebab",500,Delivery
82,Frozen Bottle,Yes,No,4.2,146,Banashankari,Beverage Shop,"Berryblast, Waffles, Cheesecake, Salted Caramel","Beverages, Desserts, Ice Cream",400,Delivery
83,Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,NA,"Mithai, Street Food",200,Delivery
84,Vaishali Deluxe,No,No,3.8,42,Banashankari,Casual Dining,NA,"North Indian, Chinese",700,Delivery
85,The Big O Bakes,No,No,4,66,Banashankari,Bakery,NA,"Bakery, Desserts",300,Delivery
86,Meghana Foods,Yes,No,4.4,4401,Jayanagar,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Kebab, Raita","Biryani, North Indian, Chinese",600,Delivery
87,Krishna Sagar,No,No,3.5,31,Banashankari,Quick Bites,NA,North Indian,200,Delivery
88,Dessert Rose,No,No,3.5,7,Banashankari,Dessert Parlor,NA,Desserts,500,Delivery
89,Chickpet Donne Biryani House,No,No,3.7,21,Banashankari,Quick Bites,NA,Biryani,250,Delivery
90,Thanco's Natural Ice Creams,No,No,3.2,9,Banashankari,Dessert Parlor,NA,Ice Cream,300,Delivery
91,Nandhini Deluxe,No,No,2.6,283,Banashankari,Casual Dining,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",North Indian,600,Delivery
92,Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",800,Delivery
93,Kaggis,No,No,3.8,64,Banashankari,Quick Bites,NA,"Fast Food, Bakery",250,Delivery
94,Ayda Persian Kitchen,No,No,3.7,39,Banashankari,Casual Dining,NA,"North Indian, Iranian",950,Delivery
95,Chatar Patar,No,No,3.7,65,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",300,Delivery
96,Polar Bear,Yes,No,3.8,71,Basavanagudi,Dessert Parlor,Hot Chocolate Fudge,"Ice Cream, Desserts, Beverages, Sandwich",400,Delivery
97,Kidambi's Kitchen,No,No,3.5,52,Banashankari,Quick Bites,Rooftop Ambience,South Indian,300,Delivery
98,Mane Thindi,No,No,3.7,130,Banashankari,Quick Bites,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",South Indian,200,Delivery
99,Kotian Karavali Restaurant,No,No,3.5,10,Banashankari,Quick Bites,NA,"South Indian, Biryani",300,Delivery
100,Floured-Baked With Love,No,No,3.8,45,Banashankari,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,400,Delivery
102,Cakes & Slices,No,No,3.5,13,Banashankari,Bakery,NA,"Bakery, Desserts",300,Delivery
103,Spice 9,No,No,3.4,8,Banashankari,Quick Bites,NA,"Biryani, North Indian, Chinese, Fast Food",300,Delivery
104,Naveen Kabab & Biriyani Mane,No,No,3.2,9,Banashankari,Quick Bites,NA,Biryani,300,Delivery
105,Katriguppe Donne Biryani,No,No,3.2,4,Banashankari,Quick Bites,NA,North Indian,300,Delivery
106,Hari Super Sandwich,No,No,0,0,Banashankari,"Takeaway, Delivery",NA,"Sandwich, Pizza, Beverages",200,Delivery
107,Atithi Point Ande Ka Funda,No,No,3.1,29,Banashankari,Quick Bites,NA,North Indian,150,Delivery
108,Just Bake,No,No,3.4,8,Banashankari,Bakery,NA,"Bakery, Desserts",400,Delivery
109,K27 - The Pub,No,No,3.1,30,Banashankari,Bar,NA,"Chinese, North Indian",1000,Delivery
110,Bengaluru Coffee House,Yes,No,4.1,201,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300,Delivery
111,New Mangalore Lunch Home,No,No,3.3,7,Banashankari,Quick Bites,NA,"Mangalorean, South Indian, North Indian",200,Delivery
112,Coffee Bytes,No,No,3.1,6,Banashankari,Quick Bites,NA,"Fast Food, South Indian",100,Delivery
113,Parjanya Chat Zone,No,No,3.3,17,Banashankari,Quick Bites,NA,"Street Food, Fast Food",200,Delivery
114,Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,Dessert Parlor,NA,"Ice Cream, Desserts",200,Delivery
115,Ruchi Maayaka,No,No,3.3,8,Banashankari,Delivery,NA,South Indian,100,Delivery
116,Roll Magic Fast Food,No,No,0,0,Banashankari,"Takeaway, Delivery",NA,"Biryani, Rolls, Chinese",200,Delivery
117,Foodlieious Multi Cuisine,No,No,0,0,Banashankari,Quick Bites,NA,North Indian,100,Delivery
118,Thanishka Nati And Karavali Style,No,No,0,0,Banashankari,Quick Bites,NA,"Biryani, Fast Food",400,Delivery
119,Melting Melodies,No,No,0,0,Banashankari,"Takeaway, Delivery",NA,"Pizza, Fast Food",100,Delivery
120,New Indraprasta,No,No,0,0,Banashankari,Quick Bites,NA,"South Indian, Beverages",150,Delivery
121,Anna Kuteera,Yes,No,4,771,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450,Delivery
122,Darbar,No,No,3,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Delivery
123,Vijayalakshmi,Yes,No,3.9,47,Basavanagudi,Quick Bites,NA,South Indian,200,Delivery
124,Sri Udupi Food Hub,Yes,Yes,4.1,175,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500,Delivery
125,Udupi Upahar,Yes,No,3.8,58,Banashankari,Quick Bites,NA,"South Indian, Chinese, North Indian, Juices",300,Delivery
126,House Of Kebabs,Yes,No,3.8,540,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650,Delivery
127,Roll N Rock,Yes,No,3.8,124,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400,Delivery
128,BOX8- Desi Meals,Yes,No,4.1,340,Banashankari,"Takeaway, Delivery","Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad","North Indian, Mughlai, Fast Food",500,Delivery
129,KFC,Yes,No,3.8,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,Delivery
130,Bitez,No,No,0,0,Banashankari,Quick Bites,NA,Fast Food,100,Delivery
131,Roll Over,Yes,No,4.1,438,Jayanagar,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery
132,Imperial Restaurant,Yes,No,3.7,264,Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750,Delivery
133,Lassi Shop,Yes,No,3.9,169,Kumaraswamy Layout,Beverage Shop,NA,"Beverages, Juices, Ice Cream",150,Delivery
134,The Fortuna,Yes,No,3,67,Kumaraswamy Layout,Quick Bites,NA,"North Indian, Chinese",250,Delivery
135,Wahab,Yes,No,3.7,97,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350,Delivery
136,Al Diwan Biryanis And More,Yes,No,3.3,12,Basavanagudi,"Takeaway, Delivery",NA,Biryani,300,Delivery
137,New Gowda's Fried Chicken,Yes,No,3.3,12,Banashankari,Quick Bites,NA,Biryani,300,Delivery
138,Canton,Yes,No,3.6,195,Jayanagar,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani",800,Delivery
139,Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",NA,"Desserts, Mithai",300,Delivery
140,The Blue Wagon - Kitchen,Yes,No,4.6,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400,Delivery
141,HOT COFFEE,Yes,No,4.1,70,Basavanagudi,Quick Bites,NA,"South Indian, Chinese",150,Delivery
142,Patio 805,Yes,Yes,4.1,364,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese",1200,Delivery
143,Lassi Corner,Yes,No,3.7,107,Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150,Delivery
144,Sagar Deluxe,Yes,No,3.2,167,Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300,Delivery
145,Kanti Sweets,Yes,No,4,115,Banashankari,Sweet Shop,NA,"Mithai, Street Food",400,Delivery
146,Vegetalia,Yes,No,3.7,27,Banashankari,"Takeaway, Delivery",NA,"Italian, Pizza",400,Delivery
147,Aramane Donne Biryani,Yes,No,3.5,57,Banashankari,Quick Bites,NA,Biryani,200,Delivery
148,Ande Ka Funda,Yes,No,3.8,120,Banashankari,Quick Bites,NA,"North Indian, Fast Food, Rolls",250,Delivery
149,Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,NA,Bakery,400,Delivery
150,Energy Addaa,Yes,No,4.2,64,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery
151,Bhattara Bhojana,Yes,No,3.6,66,Banashankari,Quick Bites,NA,South Indian,150,Delivery
152,Tandoori Knight,Yes,No,3,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",450,Delivery
153,Dev Sagar - Food Street,Yes,No,4.1,233,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200,Delivery
154,Mitraa Da Pizza,Yes,No,3.8,115,Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250,Delivery
155,Paradise Premium,Yes,No,3.1,119,Banashankari,Casual Dining,NA,"Biryani, Andhra, Hyderabadi, North Indian",700,Delivery
156,Grazers,Yes,Yes,3.9,291,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,Delivery
157,Shakes Theory,Yes,No,4.5,155,Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri","Beverages, Sandwich",300,Delivery
158,@Italy,Yes,No,4.1,305,Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700,Delivery
159,Chilli Flakes,Yes,No,3.6,46,Banashankari,Quick Bites,NA,"Fast Food, Italian, Beverages",500,Delivery
160,Calcutta Cafe,Yes,No,3.5,45,Kumaraswamy Layout,Quick Bites,NA,"Bengali, Chinese, Sandwich",350,Delivery
161,Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150,Delivery
162,Donne Biriyani House,Yes,No,3.9,441,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400,Delivery
163,By 2 Coffee,Yes,No,3.9,25,Basavanagudi,Quick Bites,NA,South Indian,100,Delivery
164,Kedia's Fun Food,Yes,No,4.3,630,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200,Delivery
165,Davangere Butter Dosa Hotel,Yes,No,3.8,25,Kumaraswamy Layout,Quick Bites,NA,South Indian,150,Delivery
166,Just Shawarma,Yes,No,3.9,160,Kumaraswamy Layout,Quick Bites,"Whole Meat Shawarma, Fries",Arabian,300,Delivery
167,Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350,Delivery
168,Mulabagilu Dosa,Yes,No,3.6,11,Basavanagudi,Quick Bites,NA,South Indian,100,Delivery
170,Gokul Veg,Yes,No,3.8,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750,Delivery
171,Olive - Era,Yes,No,3.3,511,Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550,Delivery
172,Udupi Ruchi,Yes,No,3.9,57,Banashankari,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",200,Delivery
173,Madhappa Hindu Military Hotel,Yes,No,3.4,14,Banashankari,Quick Bites,NA,South Indian,300,Delivery
174,Gama Gama,Yes,No,3.9,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200,Delivery
176,Pizza Hut,Yes,No,3.8,693,Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",750,Delivery
177,Mangalore Pearl,Yes,No,3.8,242,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650,Delivery
178,Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,NA,Fast Food,250,Delivery
179,Twiststick House,Yes,No,4.1,163,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500,Delivery
